,Unnamed: 0,Edad_y_Tipo_de_Atención,IRA_Alta,Influenza,Neumonia,Bronquitis_bronquiolitis,Crisis_obstructiva_bronquial,Otra_causa_respiratoria,Covid-19_Virus_no_identificado_U07.2,Covid-19_Virus_identificado_U07.1,CAUSAS_SISTEMA_RESPIRATORIO,-_COVID-19_VIRUS_NO_IDENTIFICADO_U07.2,-_COVID-19_VIRUS_IDENTIFICADO_U07.1,COVID19_Sospechoso_u,COVID19_Confirmado_u,COVID19_Sospechoso_h,-_COVID_19_CONFIRMADO_(U07.1),Humedad,Rocio,Temperatura,Temperatura_min,Temperatura_max,MP10,MP2.5
224,224,16,42,0,4,2,5,10,,,5,,,114.0,52.0,1.0,30.0,63.4,9.5,17.2,12.5,25.0,27.8,9.1
225,225,17,42,0,11,3,8,10,,,9,,,88.0,36.0,0.0,25.0,63.6,8.7,16.2,11.4,22.9,35.4,12.8
226,226,18,47,1,8,2,6,11,,,6,,,104.0,35.0,0.0,20.0,74.1,9.1,14.1,10.2,21.5,33.9,9.1
227,227,19,51,0,2,7,9,6,,,2,,,122.0,35.0,3.0,25.0,69.7,6.2,12.6,7.7,20.3,59.9,19.6
228,228,20,52,1,8,5,14,9,,,7,,,111.0,38.0,1.0,17.0,64.8,9.0,16.4,10.9,25.0,54.4,14.4
229,229,21,58,0,15,3,9,5,,,7,,,112.0,36.0,1.0,23.0,60.4,7.2,16.0,10.5,24.7,87.2,21.8
230,230,22,80,1,7,9,11,9,,,8,,,81.0,42.0,0.0,24.0,62.3,3.7,12.0,6.6,20.8,54.8,15.5
231,231,23,89,0,7,6,10,12,,,6,,,66.0,38.0,1.0,22.0,68.0,6.3,12.6,7.8,20.5,60.9,21.2
232,232,24,64,4,4,3,8,12,,,8,,,96.0,31.0,0.0,21.0,70.7,7.4,13.3,8.6,21.3,38.7,13.5
233,233,25,77,0,4,6,20,10,,,9,,,94.0,35.0,0.0,16.0,61.5,7.8,15.9,11.0,24.7,62.7,18.0
234,234,26,72,0,8,12,8,11,,,3,,,92.0,22.0,0.0,10.0,69.4,8.4,14.8,9.8,23.2,74.1,20.9
235,235,27,66,0,7,5,13,8,,,7,,,77.0,25.0,0.0,19.0,67.2,7.3,14.1,9.2,21.8,53.5,14.3
236,236,28,43,0,10,5,18,7,,,6,,,59.0,32.0,1.0,18.0,62.4,5.8,13.6,8.2,21.9,56.4,17.0
237,237,29,56,0,6,6,13,12,,,10,,,60.0,17.0,0.0,10.0,61.2,8.1,17.1,11.6,24.7,50.5,13.7
238,238,30,66,0,6,5,14,7,,,5,,,52.0,8.0,0.0,4.0,58.4,7.4,17.1,10.3,25.9,65.3,20.7
239,239,31,47,0,7,5,14,12,,,5,,,37.0,9.0,0.0,8.0,62.8,6.6,14.7,9.0,25.1,34.4,18.4
240,240,32,39,0,0,6,7,3,,,0,,,62.0,5.0,1.0,3.0,60.1,6.1,14.7,10.0,22.9,34.9,18.3
241,241,33,82,0,12,5,11,9,,,8,,,41.0,4.0,0.0,2.0,65.1,9.3,16.7,11.3,25.7,50.3,14.2
242,242,34,58,0,2,4,7,10,,,2,,,39.0,1.0,0.0,0.0,63.5,6.6,14.7,9.5,24.6,24.6,9.5
243,243,35,53,2,10,9,9,14,,,12,,,40.0,3.0,0.0,3.0,61.8,8.7,17.1,11.2,28.2,29.6,10.8
244,244,36,43,3,5,5,9,10,,,3,,,34.0,2.0,1.0,1.0,65.5,8.5,15.7,10.3,25.0,30.8,10.7
245,245,37,34,0,4,6,9,6,,,4,,,36.0,5.0,0.0,5.0,65.8,9.0,16.2,11.0,25.8,33.6,12.9
246,246,38,62,2,5,15,13,8,,,5,,,30.0,2.0,0.0,0.0,68.5,8.7,15.1,9.5,23.4,33.4,12.1
247,247,39,39,0,4,7,13,15,,,10,,,49.0,4.0,0.0,3.0,62.6,9.5,17.6,13.0,27.0,33.8,11.6
248,248,40,52,0,4,12,11,12,,,5,,,42.0,2.0,1.0,0.0,66.5,9.7,16.8,12.0,26.4,30.3,11.0
249,249,41,44,0,1,19,9,9,,,10,,,40.0,2.0,0.0,1.0,62.4,9.2,17.1,12.6,25.3,32.0,11.3
250,250,42,54,0,8,17,15,15,,,13,,,24.0,3.0,0.0,2.0,67.4,10.5,17.4,11.9,26.7,30.4,11.2
251,251,43,61,3,3,18,16,5,,,8,,,38.0,10.0,1.0,2.0,68.2,8.2,14.6,9.3,23.0,23.7,8.7
252,252,44,62,3,8,17,17,10,,,14,,,43.0,4.0,0.0,4.0,62.3,11.1,19.1,13.8,26.7,25.3,9.1
253,253,45,80,6,5,8,10,8,,,6,,,32.0,5.0,0.0,3.0,67.4,12.2,19.2,13.5,28.3,25.9,9.3
254,254,46,74,3,5,11,9,6,,,3,,,29.0,10.0,0.0,5.0,66.1,8.0,15.1,10.0,22.4,20.1,6.2
255,255,47,68,2,5,15,14,16,,,8,,,26.0,6.0,0.0,5.0,65.9,11.5,18.8,13.1,28.3,20.6,6.1
256,256,48,65,4,4,18,16,11,,,4,,,25.0,9.0,0.0,4.0,61.8,12.2,20.3,16.2,28.9,20.9,5.9
257,257,49,78,0,4,13,10,12,,,6,,,18.0,7.0,1.0,2.0,67.3,11.4,17.9,13.9,25.8,18.2,7.8
258,258,50,57,1,5,13,15,9,,,2,,,19.0,3.0,0.0,2.0,61.4,10.8,19.4,13.6,27.2,19.4,7.6
259,259,51,58,2,4,12,13,11,,,10,,,20.0,6.0,0.0,4.0,64.6,11.4,19.1,14.3,25.7,22.3,12.5
260,260,52,75,2,2,8,10,13,,,9,,,38.0,6.0,1.0,6.0,65.9,9.7,17.7,11.4,25.6,16.3,6.0
,,,,,,,,,,,,,,,,,,,,,,,,
